energy,attenlength
1000.0,2.7341289283964446e-6
1500.0,8.016026923589949e-6
1838.9,1.388286680977496e-5
1838.9,1.3447939904706823e-6
2000.0,1.5457624838251414e-6
3000.0,4.38734915942602e-6
4000.0,9.477991648448704e-6
5000.0,1.7520744561560886e-5
6000.0,2.920124093593482e-5
8000.0,6.636645667257913e-5
10000.0,0.00012666221356100378
15000.0,0.00041514336727102683
20000.0,0.0009616000039387137
30000.0,0.002989263521993327
40000.0,0.006121766140305787
50000.0,0.009789241545227863
60000.0,0.013385040279334012
80000.0,0.019266527906563816
100000.0,0.0233928197143456
150000.0,0.029644906198773604
200000.0,0.03366731307907779
300000.0,0.039672665596880013
400000.0,0.044649286640133325
500000.0,0.04906930061251049
600000.0,0.05314575235337894
800000.0,0.06061257296783984
1.0e6,0.06748282373184118
1.25e6,0.07546734208126613
1.5e6,0.08282042094505919
2.0e6,0.09581657182103612
3.0e6,0.11670969052698255
4.0e6,0.13248711165377833
5.0e6,0.1446775334540754
6.0e6,0.15396637078846548
8.0e6,0.16676699369007061
1.0e7,0.17435346943876595
1.5e7,0.1825077558495926
2.0e7,0.1836006166630632
